title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
Blade;1998;R;120 min;['Action', 'Horror'];July 1, 2020;;A half-mortal, half-immortal is out to avenge his mother's death and rid the world of vampires. The modern-day technologically advanced vampires he is going after are in search of his special blood type needed to summon an evil god who plays a key role in their plan to execute the human race.
Blade II;2002;R;117 min;['Action', 'Horror'];July 1, 2020;;Blade forms an alliance with a band of hardened enemies in order to battle powerful vampires.
Blade: Trinity;2004;R;113 min;['Action', 'Horror'];July 1, 2020;;The war between humans and vampires continues, but the humans' best hope, human-vampire hybrid warrior Blade, has been framed for countless murders, turning popular sentiment against him. The vampire leader responsible for Blade's bad publicity is Danica Talos, who's determined to finally lead her bloodthirsty compatriots to victory. Now Blade must team up with a band of rogue vampire hunters to save humanity.
Blazing Saddles;1974;R;93 min;['Comedy'];July 1, 2020;;A corrupt State Attorney tries to drive townspeople off of valuable land by appointing the first Black sheriff to the town, thinking the racist townsfolk will move away but the sheriff sets out to win the town over.
Blood Work;2002;R;110 min;['Action'];July 1, 2020;6.3/10;Retired FBI profiler Terry McCaleb, who has recently had a heart transplant, is hired by Graciela Rivers, to investigate the death of her sister, Gloria, who happens to have given McCaleb his heart. On the case, he soon deducts that the killer, who staged the murder to look like a random robbery, may actually be a serial killer Terry was trailing for years in the FBI. Can the elderly and feeble McCaleb, who had intended to spend his retirement living on his boat in the Los Angeles harbor, and who can't drive, and has to nap regularly, muster up the endurance to find the killer.
Born to Be Wild;1995;PG;99 min;['Comedy', 'Drama', 'Kids & Family'];July 1, 2020;5.2/10;A young female gorilla is captured in the mountains of Africa and flown to California, where behavioral researcher Margaret Heller begins teaching her sign language. Heller's moody teenage son, Rick, bonds with the primate, now nicknamed Katie. When cynical circus owner Gus claims Katie to replace the now-dead star of his centerpiece gorilla act, Rick runs away with the gorilla in an attempt to keep her out of Gus' abusive clutches.
Cop Out;2010;R;107 min;['Action', 'Comedy'];July 1, 2020;5.4/10;Veteran detective Jimmy Monroe needs money to pay for his daughter's upcoming wedding, so he decides it's time to sell his prized '52 Pafko baseball card. Before he can turn it into cash, it's stolen, and Jimmy and his partner, Paul, confront a gangster who is obsessed with sports memorabilia. First, Jimmy and Paul have to rescue a beautiful murder-witness who has the key to a fortune in offshore bank accounts.
Dante's Peak;1997;PG-13;108 min;['Action', 'Kids & Family'];July 1, 2020;;The town of Dante's Peak is about to blow its top. Nestled in the mountains of the Pacific Northwest, the town is an idyllic setting for local townsfolk...until the long-dormant volcano it sits under rumbles to life. With ash reigning down and molten lava incinerating everything in its path, it's up to volcanologist Pierce Brosnan and mayor Linda Hamilton to save the day.
Doc Hollywood;1991;PG-13;103 min;['Comedy', 'Romance'];July 1, 2020;;Cocky young doctor Ben Stone is off on a road trip to California in pursuit of a relaxed and high-paying career as a plastic surgeon to the rich and famous. But before he can pass the Mississippi River, he crashes his car on a small-town judge's property in South Carolina and incurs a community service fine, to be served out at the local hospital assisting the aged town doctor, Dr. Hogue. Ben is soon tempted to stay by a pretty ambulance driver.
Dumb & Dumber;1994;PG-13;107 min;['Comedy', 'Kids & Family'];July 1, 2020;;Best friends Lloyd and Harry are a pair of dim-witted pals on a cross country road trip to Aspen to return a briefcase full of cash to its rightful owner, Mary Swanson, a beautiful woman who ends up being Lloyd's dream girl. Little does Lloyd know that Mary is in Aspen trying to find her kidnapped husband. Soon, the two get mixed up in the crime, and their wacky exploits are leading the FBI straight to the crooks.
Dumb and Dumberer: When Harry Met Lloyd;2003;PG-13;85 min;['Comedy', 'Kids & Family'];July 1, 2020;3.6/10;"After years of homeschooling, dim-bulb teen Harry Dunne finally makes the leap to public school and meets the equally intellectually challenged Lloyd Christmas. The duo land in a ""special needs"" class created by Principal Collins in order to bilk money from parents to fund his condo in Waikiki, Hawaii. His corruption is discovered by Jessica, a fellow student who asks Harry and Lloyd to help her prove Collins' guilt."
Duplex;2003;PG-13;89 min;['Comedy', 'Kids & Family'];July 1, 2020;;"For Ben Stiller and Drew Barrymore, their purchase of a beautiful duplex is a no-brainer. Doubt creeps in when their elderly tenant from hell begins to drive them to the point of murder! Eileen Essell co-stars as the spiteful spinster. Directed by Danny DeVito; written by Larry Doyle."
Flags of Our Fathers;2006;R;132 min;['Action'];July 1, 2020;7.0/10;Clint Eastwood's acclaimed World War II saga chronicles the lives of several Marines who fought in the battle for Iwo Jima – and who planted the U.S. flag in a moment that was captured in the famous photograph that inspired the nation. For the three surviving men who planted that famous flag, it was the beginning of a whirlwind of fleeting fame...and tragic remembrance.
Flushed Away;2006;PG;85 min;['Movies'];July 1, 2020;6.5/10;Flushed down the toilet by a nasty sewer rat, pampered pet mouse Roddy St. James lands in the squalor of London's smelly sewers in this animated adventure. But getting back to his high-society digs proves much tougher than anticipated, thanks to a villainous amphibian named Toad who has it out for young Roddy and pretty rat Rita, who is helping him escape.
Four Christmases;2008;PG-13;89 min;['Comedy', 'Kids & Family'];July 1, 2020;;When their plans for an exotic vacation fall apart, unmarried couple Brad and Kate must spend Christmas Day trudging around to a quartet of family get-togethers. While Brad counts the hours till he can escape the onslaught of crazy relatives, Kate begins to wonder about her own choices and ponders whether her family members are so crazy after all.
Fred Claus;2007;PG;116 min;['Comedy', 'Fantasy & Sci-Fi', 'Kids & Family'];July 1, 2020;;Of the two Claus brothers, Fred is the troublemaker and polar opposite of his saintly sibling, Nicholas. When Fred's criminal ways finally land him in big trouble, Nicholas bails him out and brings him to the North Pole to work off the debt by making toys. The headaches mount for St. Nick, who not only must deal with his troublemaking brother, but also an efficiency expert who has come to evaluate Santa's operation.
Free Willy;1993;PG;112 min;['Action', 'Drama', 'Kids & Family'];July 1, 2020;5.9/10;When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.
Freedom Fighters: The Ray;2018;TV-14;73 min;['Action', 'Fantasy & Sci-Fi', 'Kids & Family'];July 1, 2020;5.9/10;All his life, Ray Terrill has fought injustice dreaming of making a real difference like his older brother, a Marine who was killed in Afghanistan. One day, he stumbles upon a dying superhero from another Earth and is stunned to find this superhero looks just like him, because it is! The dying Ray Terrill of Earth-X transfers photokinetic energy to this Earth's Ray, making him a superhero, The Ray. However, Ray quickly learns being a superhero isn't all hanging muggers from streetlamps and fighting giant robots. As the evil Nazi New Reichsman of Earth-X, led by Overgirl, close in, The Ray must learn to harness his powers by coming to terms with his true self, even if that means also finally coming out of the closet to his parents. The fate of Earth-X depends on it!
Get Smart;2008;PG-13;110 min;['Action', 'Comedy', 'Crime'];July 1, 2020;;When members of the nefarious crime syndicate KAOS attack the U.S. spy agency Control, the Chief has to promote his eager analyst Maxwell Smart to field agent. Smart, partnered with veteran Agent 99, blends inexperience, enthusiasm and ineptitude as he works to thwart a world-domination plot hatched by the wily KAOS chief, Siegfried.
Good Girls Get High;2018;TV-MA;81 min;['Movies'];July 1, 2020;5.5/10;Two overachieving good girls become frustrated with their social standing in the high school hierarchy and get stoned on their last night of the school year.
Grumpier Old Men;1995;PG-13;101 min;['Movies'];July 1, 2020;6.5/10;Elderly, angling and contentious friends Max and John back-burner their bickering when their kids get engaged, but fishing season opens a can of romantic worms as newcomer Maria plans to turn their beloved bait shop into a restaurant. Botched matchmaking leads to some major romantic mix-ups, until an unexpected death in the family helps everyone realize that the most important thing in life is love.
Grumpy Old Men;1993;PG-13;103 min;['Comedy', 'Romance'];July 1, 2020;7.1/10;John Gustafson and Max Goldman are two curmudgeonly neighbors who have been at each other's throats for years. The rivalry of the former friends intensifies when Ariel comes along and provides a love interest for both of them. When Max finds out that John is experiencing family troubles and financial ruin, however, he steps in to help. Their bond is further cemented when John has a health scare and Max makes the ultimate sacrifice for his friend.
Heartbreak Ridge;1986;R;130 min;['Movies'];July 1, 2020;;Marine Sgt. Thomas Highway is a decorated veteran of two wars. On his last posting before retirement, he is surrounded by officers with no combat experience who view him as an odd, even dangerous, holdover. Highway is assigned to train a group of undisciplined recruits including Cpl. Stitch Jones, a slick hustler who has previously encountered Highway. As the old soldier prepares his men for a war they don't believe will come, the U.S. invades Grenada.
Horrible Bosses;2011;R;98 min;['Movies'];July 1, 2020;;How do you deal with the worst boss in the world? For three long-suffering professionals working under the nastiest, greediest and most sexually twisted leaders known to man, there's only one solution: kill them! Jason Bateman, Charlie Day and Jason Sudeikis star as the three whose ineptitude when it comes to killing knows no bounds in this outrageous comedy.
I Think I Love My Wife;2007;R;94 min;['Movies'];July 1, 2020;5.7/10;Chris Rock is a banker in a lackluster marriage who is tempted by a spicy woman in this comedy remake. With a good job, home and family, things are stellar in Richard Cooper's life...except the missing spark with his wife. Enter the sizzling Nikki, an old acquaintance who shows up for career advice...and possibly something more. Can he stay faithful in the face of temptation?
In Secret;2014;R;107 min;['Movies'];July 1, 2020;5.9/10;A sexually repressed young woman trapped in a loveless marriage with her sickly cousin embarks on an illicit affair with his friend. Elizabeth Olsen and Oscar Isaac heat up this steamy adaptation of Emile Zola's classic tale.
Inkheart;2008;PG;106 min;['Fantasy & Sci-Fi', 'Kids & Family'];July 1, 2020;;"Mo and his daughter, Meggie, have the ability to bring storybook characters to life just by reading aloud. That gift backfires when he accidentally summons Capricorn, the evil villain of the novel ""Inkheart."" Mo and Meggie must find a way to send him back to his literary realm, but the task will not be easy, for the malefactor likes his new world and will not leave it voluntarily."
Insomnia;2002;R;118 min;['Action', 'Crime', 'Suspense'];July 1, 2020;7.1/10;A Los Angeles detective plays a cat-and-mouse game with a murder suspect in a remote Alaskan town.
J. Edgar;2011;R;137 min;['Drama', 'Romance'];July 1, 2020;6.6/10;As head of the FBI for nearly 50 years, J. Edgar Hoover becomes one of America's most-powerful men. Serving through eight presidents and three wars, Hoover utilizes methods both ruthless and heroic to keep his country safe. Projecting a guarded persona in public and in private, he lets few into his inner circle. Among those closest to him are his protege and constant companion, Clyde Tolson, and Helen Gandy, his loyal secretary.
Jack Frost;1998;PG;101 min;['Comedy', 'Drama', 'Fantasy & Sci-Fi'];July 1, 2020;;As a touring musician clinging to dreams of stardom, aging rocker Jack Frost never had much time for his wife, Gabby, and young son, Charlie. A year after Jack's tragic death in a car accident on Christmas Day, Charlie plays a mournful tune on his father's harmonica. Much to his surprise, the elder Frost is magically brought to life as a snowman on the family lawn. Given a second chance, Charlie and Jack struggle to make up for lost time.
Jane Eyre;2011;PG-13;120 min;['Movies'];July 1, 2020;7.2/10;This scintillating take on Charlotte Bronte's tale of a dark romance highlights a talented cast headed by Mia Wasikowska (Jane) and Michael Fassbender (Edward Rochester). This adaptation brings the gothic novel vividly to life in drawing out the torrid love of its two main characters against the backdrop of the foggy moors that serve to annunciate their relationship.
JLA Adventures: Trapped in Time;2014;TV-Y7;54 min;['Action', 'Kids & Family'];July 1, 2020;5.5/10;Lex Luthor becomes frozen in ice and wakes up in the 31st century. He learns Superman's true identity, steals an advanced weapon, and travels back in time to finally destroy him.
John Q;2002;PG-13;116 min;['Action'];July 1, 2020;6.9/10;"Denzel Washington delivers a searing performance as a desperate father who takes drastic measures when his son needs a heart transplant and health insurance won't cover the cost of the operation. Robert Duvall, James Woods, Anne Heche, Eddie Griffin, Shawn Hatosy, Kimberly Elise and Ray Liotta co-star. Directed by Nick Cassavetes; written by James Kearns."
Journey to the Center of the Earth;2008;PG;93 min;['Action', 'Drama', 'Fantasy & Sci-Fi'];July 1, 2020;;No one believes that Trevor Anderson is on to something. The science professor's unconventional hypotheses have put him on the fringe of the academic community. But during an expedition in Iceland, Trevor and his teenage nephew, Sean, accompanied by their beautiful local guide, Hannah, make a breakthrough discovery that launches them on a thrilling adventure into the unknown. As their journey takes them deep beneath the Earth's surface, they travel through never-before-seen worlds that bring them face-to-face with surreal and unimaginable creatures, stretching the bounds of the visionary scientist's own imagination.
Last Knights;2015;R;115 min;['Movies'];July 1, 2020;6.2/10;"Clive Owen gets medieval as a fierce warrior who fights against a corrupt ruler to avenge his master's death in this action-packed adventure. Co-starring Cliff Curtis, Aksel Hennie, Payman Maadi, Ayelet Zurer, Shohreh Aghdashloo, with Sung-Ki Ahn and Morgan Freeman. Directed by Kaz I Kiriya; written by Michael Konyves and Dove Sussman."
Little Nicky;2000;PG-13;90 min;['Comedy', 'Fantasy & Sci-Fi', 'Kids & Family'];July 1, 2020;;"In a perfect world, he'd be happy to head-bang in his room all day to heavy metal music. But no, his mom is an angel, his old man is the devil, and like all good fathers, he insists that Nicky get involved in the ""family business."" Nicky could think of 666 things he'd rather be doing than corrupting souls or spewing evil, but when his father's command over Hades is threatened by his bullying older brothers, it's up to unbalanced Nicky to restore the balance between Good and Evil on earth."
Loser Leaves Town;2020;TV-PG;12 min;['Drama', 'Kids & Family', 'Latino'];July 1, 2020;7.5/10;"A young boy retreats into a fantasy world until it is infiltrated by a tough 12-year-old girl. Starring Elliot Villar, Jayden Toledo, Delphina Belle, Christy Escobar and Bronco Internacional as El Valiente. Directed by Mark Nickelsburg; screenplay by Eric Johnson and Mark Nickelsburg, story by Eric Johnson."
Love Don't Cost a Thing;2003;PG-13;101 min;['Movies'];July 1, 2020;;Science nerd Alvin Johnson is proficient at engineering but incompetent when it comes to dating. One day, popular girl Paris Morgan appears at the auto shop where he works after school. She has damaged her mother's car and urgently requests repairs. Alvin offers a bribe: He will fix the car immediately in exchange for two weeks of dating. Paris agrees, and Alvin is able to enter the sacred realm of the popular kids. But at what cost to himself?
Mad Max 2: The Road Warrior;1981;R;95 min;['Action', 'Fantasy & Sci-Fi'];July 1, 2020;;A lone, dispirited warrior becomes the reluctant champion of a group of idealistic but bewildered survivors of WW III, when gasoline is in short supply and those remaining turn on one another for the crude oil supply.
Mad Max Beyond Thunderdome;1985;PG-13;112 min;['Action', 'Drama', 'Fantasy & Sci-Fi'];July 1, 2020;;Max stumbles onto a desert city in the post-apocalyptic world that is built on the principle of unbridled, cutthroat capitalism where anything, even a human life, can be bartered. Caught in a power struggle between the city's two rulers, Max breaks the one inviolable rule of a city with no other rules when he refuses to kill.
Magnolia;1999;R;189 min;['Movies'];July 1, 2020;8.1/10;'Strange things happen all the time' – that's the common thread in Paul Thomas Anderson's rollicking epic that chronicles a tumultuous day – replete with an amphibious rainstorm – in the lives of 12 disparate and often desperate people. Nominated for three Oscars(R), including Best Original Screenplay. 'Four stars' (Roger Ebert).
Malibu's Most Wanted;2003;PG-13;86 min;['Movies'];July 1, 2020;5.4/10;"The son of a wealthy politician, Brad Gluckman tries to emulate urban street culture and aspires to be a rapper, going by the name of ""B-Rad."" In order to discourage Brad from pursuing his thug-inspired antics, his dad hires two African-American actors, Sean and PJ, to pose as gang members and introduce the naïve youth to real ghetto life. Things don't go as planned when it becomes clear that Sean and PJ are as sheltered as Brad."
Margaret;2011;R;150 min;['Movies'];July 1, 2020;;A young woman lashes out in the wake of a tragedy that she indirectly played a role in causing in this compelling drama from the director of 'You Can Count on Me.' 'True Blood' star Anna Paquin is superb as the high-school teen whose life spirals out of control after her distraction of a NYC bus driver results in the death of a pedestrian.
Mars Attacks!;1996;PG-13;106 min;['Fantasy & Sci-Fi'];July 1, 2020;;"A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, ""come in peace."" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation."
Michael;1996;PG;105 min;['Movies'];July 1, 2020;;"When jaded journalists Frank and Huey, along with ""angel expert"" Dorothy, travel to a small town in Iowa to investigate a story, they find Michael, a disheveled man claiming to be an angel. But Michael is less than angelic: he drinks, smokes and basks in the attention of women. As the group travels to Chicago, Michael teaches them about relationships, faith and miracles, suggesting that he may be exactly whom he says he is."
Mickey Blue Eyes;1999;PG-13;102 min;['Movies'];July 1, 2020;;English art dealer Michael Felgate is dumbfounded to learn that his girlfriend, Gina Vitale, cannot accept his marriage proposal because her entire family is involved with the Mafia. Undeterred and in love, Michael meets Gina's father, mob boss Frank, who immediately takes a shine to the young suitor. But before he can give his blessing, Frank has plans for Michael that may or may not end in wedding bells.
Money Talks;1997;R;96 min;['Movies'];July 1, 2020;6.2/10;On the weekend of his wedding, tabloid television journalist James Russell is in need of a scoop. He finds it when a famous jewel thief, Villard, escapes from prison while handcuffed to Franklin Hatchett, a ticket scalper. Once the burglar and Franklin are separated, the latter teams up with Russell to locate a Villard's hidden cache of diamonds.
Monkey Trouble;1994;PG;96 min;['Movies'];July 1, 2020;;Dodger, a criminal monkey, belongs to a crooked street performer but escapes his life of crime only to end up in the arms of Eva, an innocent little girl whose mother has no idea that her daughter is harboring a fugitive.
More American Graffiti;1979;PG;111 min;['Movies'];July 1, 2020;5.4/10;The quirky cast of characters from George Lucas' classic American Graffiti are reunited in this sequel that follows their lives through Vietnam and the far-out '60s. Starring Paul Le Mat, Cindy Williams, Candy Clark, Charles Martin Smith, Mackenzie Phillips, Bo Hopkins and Ron Howard.
Mr. Nanny;1993;PG;84 min;['Movies'];July 1, 2020;3.9/10;Former wrestler Sean Armstrong takes a job as bodyguard and nanny to Alex Jr. and Kate, the children of Alex Mason. The kids receive little attention from their father and take out their energy in pranks on their baby sitters. Despite their initial hostility, Sean and the children soon bond. When criminal Tommy Thanatos kidnaps the kids to get his hands on a new computer chip, Sean must rescue them.
Munich;2005;R;164 min;['Drama'];July 1, 2020;7.4/10;'Four stars' (Roger Ebert). 'Eleven Israeli athletes were murdered at the 1972 Olympics in Munich – this is the story of what happened next.' From director Steven Spielberg comes this gripping thriller about the five men hired by the Israeli government for a top-secret mission to assassinate the eleven Palestinian terrorists responsible.
Music and Lyrics;2007;PG-13;104 min;['Movies'];July 1, 2020;6.6/10;Former music superstar Alex Fletcher used to pack them in back in the 1980s, but now he is reduced to playing nostalgia tours and county fairs. He scores a chance at a major comeback when reigning pop diva Cora Corman asks him to write a song for her, but he hasn't written anything in years and cannot compose lyrics anyway. Noticing that Sophie, the plant lady, has a way with words, Alex proposes that he and Sophie make beautiful music together.
Necessary Evil: The Super-Villains of DC Comics;2013;TV-14;99 min;['Documentaries', 'Kids & Family'];July 1, 2020;6.9/10;Zack Snyder, Guillermo del Toro and others shine a light on DC Comics' infamous rogues gallery, which includes such characters as Lex Luthor, the Joker and Doomsday.
New Looney Tunes;2015;TV-Y7;2 Seasons;['Comedy', 'Kids & Family'];July 1, 2020;5.7/10;"The hilarious, heroic and mischievous Bugs Bunny you love is back! Follow Bugs as he stars in a new series consisting of slapstick comedic shorts that find the iconic, carrot-loving rabbit matching his wits against classic characters, such as Theodore ""Tasmanian"" Devil, Wile E. Coyote and Yosemite Sam. Along the way, Bugs will encounter brand-new foes but he'll have some help from new friends like Bigfoot and Squeaks the Squirrel!"
Now and Then;1995;PG-13;102 min;['Comedy', 'Drama', 'Kids & Family'];July 1, 2020;6.6/10;"Three strong women, Roberta Martin, Samantha Albertson and Tina ""Teeny"" Tercell, return home to reunite with their childhood friend Chrissy DeWitt Williams and see her through the end of her first pregnancy. The four lifelong friends share their memories of the unforgettable summer of 1970, the summer their innocent younger selves grew up."
Orphan;2009;R;123 min;['Horror', 'Suspense'];July 1, 2020;;Devastated by the loss of their unborn baby, Kate and John decide to adopt a child. At the orphanage, both feel drawn to a little girl named Esther, and soon the couple take their new daughter home. But when a dangerous series of events unfolds, Kate begins to suspect that there is something evil lurking behind the child's angelic exterior.
Osmosis Jones;2001;PG;95 min;['Movies'];July 1, 2020;6.5/10;Inside the body of Frank there lives an entire city consisting of the body parts that make Frank work. A white blood cell cop named Osmosis Jones teams up with by-the-book rookie cold tablet Drix to destroy the mysterious, evil virus that has invaded the City of Frank. Meanwhile, in the outside world, a doctor is trying to discover what is the matter with Frank.
Pee-Wee's Big Adventure;1985;PG;92 min;['Comedy', 'Kids & Family'];July 1, 2020;;Pee-wee Herman, an eccentric child-like man, loves his red bicycle and will not sell it to his envious neighbor, Francis. While Pee-wee visits his friend Dottie, the bike is stolen. Thinking his bike is at the Alamo, Pee-wee sets off on a trip, where he meets many remarkable people, including waitress Simone and a motorcycle gang. Eventually, Pee-wee discovers that his bike is being used in a movie and tries to recover it.
People Like Us;2012;PG-13;115 min;['Movies'];July 1, 2020;6.9/10;"In the wake of his father's death, a troubled New York City trader (Chris Pine) is stunned to discover he has a 30-year-old sister (Elizabeth Banks). Olivia Wilde, Michael Hall D'Addario, Michelle Pfeiffer, Mark Duplass and Philip Baker Hall co-star in this moving drama. Directed by Alex Kurtzman; written by Alex Kurtzman & Roberto Orci & Jody Lambert."
Popstar;2005;PG;94 min;['Movies'];July 1, 2020;2.3/10;A young girl's normal teenage life gets turned upside down when she becomes friends with her new classmate who is a popstar.
Rounders;1998;R;121 min;['Crime', 'Drama'];July 1, 2020;;A law student who quits gambling after losing his life savings is drawn back into the game to help out his best buddy.
Rumor Has It...;2005;PG-13;97 min;['Comedy', 'Drama', 'Romance'];July 1, 2020;5.4/10;"A woman sets out to find the truth after learning that the movie ""The Graduate"" may have been based on her family."
Sesame Street Presents Follow That Bird;1985;G;88 min;['Comedy', 'Kids & Family'];July 1, 2020;6.7/10;Big Bird loves spending his days on Sesame Street with all of his different friends. However, social worker Miss Finch feels that Big Bird should live in an environment with only birds like himself. When she sends him to live with a family of dodos in Illinois, Big Bird cannot help but think of his friends back home. Deciding Sesame Street is the place for him, Big Bird begins an adventurous journey back to where he truly belongs.
Showgirls;1995;NC-17;131 min;['Movies'];July 1, 2020;5.0/10;An aspiring Las Vegas showgirl stops at nothing to realize her dream in this outrageous, controversial film. Elizabeth Berkeley stars as the beautiful, but icy Nomi who isn't afraid to use sex or violence on her ascent from stripper to sizzling showgirl...as long as her mysterious past doesn't get exposed along the way.
Sling Blade;1996;R;135 min;['Movies'];July 1, 2020;;Billy Bob Thornton won the Best Adapted Screenplay Oscar(R) for this thriller in which he plays a recently released mental patient. Karl Childers was imprisoned for 20 years in an asylum for murdering his mother and her lover as a boy. Released and working in a fix-it shop, the quirky, but amiable Karl soon finds himself in the middle of an increasingly volatile situation.
Something to Talk About;1995;R;105 min;['Comedy', 'Drama', 'Romance'];July 1, 2020;;Grace Bichon, who is managing her father's riding-stable, discovers that her husband Eddie is deceiving her with another woman. After confronting him in the middle of the night on the streets of their small home town, she decides to stay at her sister Emma Rae's house for a while to make up her mind. Breaking out of her everyday life, she starts to question the authority of everyone.
Space Jam;1996;PG;87 min;['Comedy', 'Fantasy & Sci-Fi', 'Kids & Family'];July 1, 2020;;Swackhammer, an evil alien theme park owner, needs a new attraction at Moron Mountain. When his gang, the Nerdlucks, heads to Earth to kidnap Bugs Bunny and the Looney Tunes, Bugs challenges them to a basketball game to determine their fate. The aliens agree, but they steal the powers of NBA basketball players, including Larry Bird and Charles Barkley, so Bugs gets some help from superstar Michael Jordan.
Spies Like Us;1985;PG;102 min;['Action', 'Comedy'];July 1, 2020;6.5/10;A pair of naive guys with aspirations to become government spies have their wish come true only to find out that they're being used as decoys for a real spy team.
Star Trek;2009;PG-13;127 min;['Movies'];July 1, 2020;7.8/10;Aboard the USS Enterprise, the most-sophisticated starship ever built, a novice crew embarks on its maiden voyage. Their path takes them on a collision course with Nero, a Romulan commander whose mission of vengeance threatens all mankind. If humanity would survive, a rebellious young officer named James T. Kirk and a coolly logical Vulcan named Spock must move beyond their rivalry and find a way to defeat Nero before it is too late.
Sudden Impact;1983;R;117 min;['Action', 'Crime', 'Drama'];July 1, 2020;6.5/10;Jennifer Spencer was gang raped, but the crime went unpunished. Now she demands revenge, killing off the men that attacked her years before. The murders attract the attention of Harry Callahan, who is on a forced vacation due to his violent approach to police work. The case gets complicated when Harry develops a relationship with Jennifer, and it's up to Harry to make the right decision when Jennifer's life is threatened for a second time.
Suicide Squad: Hell to Pay;2018;R;86 min;['Action', 'Drama'];July 1, 2020;7.1/10;Amanda Waller forms a special squad full of incarcerated villains to retrieve a mystical object.
Superman;1978;PG;143 min;['Action', 'Fantasy & Sci-Fi', 'Kids & Family'];July 1, 2020;7.3/10;Just before the destruction of the planet Krypton, scientist Jor-El sends his infant son Kal-El on a spaceship to Earth. Raised by kindly farmers Jonathan and Martha Kent, young Clark discovers the source of his superhuman powers and moves to Metropolis to fight evil. As Superman, he battles the villainous Lex Luthor, while, as novice reporter Clark Kent, he attempts to woo co-worker Lois Lane.
Sweet November;2001;PG-13;120 min;['Comedy', 'Drama', 'Romance'];July 1, 2020;;Each month free-spirited Sara Deever starts a new relationship. Her task is to take a month to make one man become a better person, and then she moves on. When November rolls around and Sara targets the busy tycoon, Nelson Moss, she does not plan on falling in love. But they do, and as a result, Nelson learns the painful secret behind the brevity of Sara's romances.
Take the Lead;2006;PG-13;117 min;['Movies'];July 1, 2020;;When internationally renowned dancer Pierre Dulaine takes a teaching job in a New York City public school, he meets ridicule from the street-wise students, who scoff at the notion of ballroom dancing. Far from being discouraged, he melds their hip-hop moves with his classical style, helping them create a dance form and, in the process, becoming their mentor.
Tenacious D In: The Pick of Destiny;2006;R;94 min;['Comedy', 'Documentaries', 'Music'];July 1, 2020;;Musicians JB and KG begin a friendship that could lead to the formation of the greatest rock band in the world. To make that dream come true, the righteous duo embark on a quest to find a legendary guitar pick that possesses supernatural powers.
Tequila Sunrise;1988;R;115 min;['Movies'];July 1, 2020;6.1/10;A beautiful restauranteur becomes involved in a romantic triangle with two old friends: one a police officer, and the other an ex-drug dealer.
The Adventures of Pinocchio;1996;G;95 min;['Comedy', 'Drama', 'Fantasy & Sci-Fi'];July 1, 2020;5.0/10;A fairy answers a wish, bringing to life the puppet of woodcarver Geppetto, who names him Pinocchio.
The Amazing Panda Adventure;1995;PG;84 min;['Kids & Family'];July 1, 2020;;An American boy, a Chinese girl and an older Chinese man join forces to find and return a lost baby panda to its mother. Braving hardships and facing unexpected adventures, the two youngsters learn to love and respect pandas as they gain maturity and tolerance for each other.
The Bishop's Wife;1947;TV-G;109 min;['Movies'];July 1, 2020;;Dejected by his efforts to raise money to build a cathedral, Bishop Henry Brougham beseeches heaven for guidance, and is visited immediately by Dudley, who claims to be an angel. Henry is skeptical, then annoyed when Dudley ingratiates himself into the household as his assistant, and worse, wins the attentions of Henry's long-suffering and kindly wife. When Dudley continues to intervene in Henry's struggles, the bishop decides to challenge heaven.
The Boy Who Could Fly;1986;PG;109 min;['Drama', 'Fantasy & Sci-Fi', 'Kids & Family'];July 1, 2020;6.7/10;Kindly adolescent Milly moves in next door to autistic teen Eric Gibb. The mute Eric, whose parents were killed when he was 5 years old, lives with his hard-drinking uncle, Hugo, and is obsessed with birds. His tendency to stand on rooftops and window ledges posed as if he's flying alarms his social workers, but when Eric saves Milly from a potentially deadly fall, she begins to believe that the boy really can take flight.
The Departed;2006;R;151 min;['Action', 'Crime', 'Drama'];July 1, 2020;;South Boston cop Billy Costigan goes under cover to infiltrate the organization of gangland chief Frank Costello. As Billy gains the mobster's trust, a career criminal named Colin Sullivan infiltrates the police department and reports on its activities to his syndicate bosses. When both organizations learn they have a mole in their midst, Billy and Colin must figure out each other's identities to save their own lives.
The Enforcer;1976;R;97 min;['Action', 'Crime', 'Suspense'];July 1, 2020;6.6/10;"Police officer ""Dirty Harry"" Callahan is reassigned from homicide to personnel after his latest use of excessive force. Meanwhile, a terrorist group calling themselves the People's Revolutionary Strike Force organizes a series of crimes in San Francisco, hoping to enrich themselves. When they kidnap the mayor and steal rockets and rifles for their next attack, Harry and his new female partner, Inspector Kate Moore, must stop the terrorists."
The General's Daughter;1999;R;116 min;['Drama'];July 1, 2020;;When a female Army officer – and daughter of a respected general – is brutally murdered on a military base, investigators are assigned to solve the case as quickly and quietly as possible. What they find is a kinky, labyrinthine mystery and a slew of suspects with plenty to hide.
