title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
Disney Legend of the Three Caballeros;2017;TV-G;1 Season;;November 12, 2019;7.7/10;"Donald, Jose and Panchito inherit a magical atlas and travel the world battling mythical monsters.                                        
                      On his most disastrous birthday ever, Donald Duck inherits the world-renowned explorer’s club of his great ancestor, along with the fast-talking parrot, José Carioca, and the thrill-seeking rooster, Panchito. The three are direct descendants of the heroic Three Caballeros - but nowhere near as brave or bold! With the help of their guide, Xandra, the Goddess of Adventure, they journey to mystical realms and battle against the forces of evil. As they grow together as brothers-in-arms, these new Three Caballeros quickly learn that they are birds of a feather who must flock together!                    


Read More..."
Disney Mickey Mouse Clubhouse;2005;TV-Y;5 Seasons;;November 12, 2019;5.6/10;"Mickey leads kids on an interactive adventure of learning.                                        
                      Mickey entertains a new generation of preschoolers for the first time by inviting them to join him and his favorite friends (Goofy, Donald, Minnie, Daisy & Pluto) for a date at the Clubhouse. Using early math learning and problem solving skills, he leads kids on an interactive adventure of learning and fun.                    


Read More..."
Disney Milo Murphy's Law;2016;TV-Y7;2 Seasons;;November 12, 2019;7.4/10;"Around Milo, anything that can go wrong, will.                                        
                      Milo Murphy is the great, great, great, great grandson of the original Murphy from “Murphy’s Law.” Milo is always expecting the unexpected. No matter what goes wrong, Milo is prepared for every possibility, armed with knowledge, a backpack of supplies, and an endless sense of optimism that can turn any catastrophe into an adventure.                    


Read More..."
Disney Minnie's Bow-Toons (Shorts);2011;TV-Y;3 Seasons;;November 12, 2019;6.5/10;"Minnie Mouse teams up with Daisy to open up Minnie’s Bow-tique.                                        
                      Minnie and her good friend Daisy Duck are found running Minnie's Bow-Tique, a specialty shop which stocks only bows and bowties. No matter what the occasion, Minnie has a bow (or bow-tie) for every situation, whether it's using a rubber bow to fix some leaky pipes or shredded bows to make pom poms for a cheerleader.                    


Read More..."
Disney Stuck In The Middle;2015;TV-PG;3 Seasons;;November 12, 2019;6.3/10;"Harley is stuck in the middle of a family with 7 kids!                                        
                      Harley Diaz comes from a family with seven kids and is stuck right in the middle! Determined to find inventive means to stand out, she must learn to navigate the challenges of her not-so-average-sized family. With a lot of determination, Harley and her family will prove that they can accomplish anything – as long as they stick together!                    


Read More..."
Disney Take Two With Phineas And Ferb (Shorts);2010;TV-G;1 Season;;November 12, 2019;6.2/10;"Real-life celebrities are interviewed by Phineas and Ferb.                                        
                      Real-life celebrities are interviewed by Phineas and Ferb, with surprise visits from characters of the series.                    


Read More..."
Disney Tangled: The Series - Short Cuts;2016;TV-Y7;1 Season;;November 12, 2019;;"Get to know the colorful residents of Corona.                                        
                      After being locked in a tower for 18 years, Rapunzel and Pascal are eager to become friends with the people (and animals) of Corona.                    


Read More..."
Disney Under The Sea: A Descendants Short Story;2018;TV-G;10 min;['Fantasy', 'Musical', 'Thriller'];November 12, 2019;5.4/10;"Mal emerges from the forest where she meets Dizzy.                                        
                      Mal emerges from the shadows of a mystical forest onto a dark coastline where she crosses paths with Dizzy.                    


Read More..."
Disney's Adventures Of The Gummi Bears;1985;TV-Y7;6 Seasons;;November 12, 2019;7.4/10;"The magical Gummi Bears discover their rich history.                                        
                      Dashing and daring, courageous and caring, faithful and friendly with stories to share, they're the GUMMI BEARS! Join the world's sweetest heroes for high adventure in a mystical land of giants and wizards, ogres and dragons, and wondrous creatures both good and evil. Meet Gruffi, Zummi, Cubbi, Grammi, Tummi, Sunni, and all the legendary Gummis as they laugh, play, foil dastardly plots, and fight for what's right.                    


Read More..."
Disney's Doug;1996;TV-Y7;3 Seasons;;November 12, 2019;6.7/10;"Doug uses his imagination to navigate through tests of friendship, love, school, and growing up.                                        
                      Doug Funnie is a young boy who keeps a journal. In his hometown of Bluffington, he uses his imagination to navigate through tests of friendship, love, school, and growing up.                    


Read More..."
Disney's Fairy Tale Weddings;2017;TV-PG;64 min;['Family', 'Lifestyle', 'Reality'];November 12, 2019;;"A look at the magical weddings at Disney Destinations.                                        
                      Viewers get a behind-the-scenes look at the magical weddings and one-of-a-kind engagements that take place at Disney Destinations around the globe, including Walt Disney World, Disneyland, and Disney Cruise Lines. From fashion and products to world-class entertainment and decor, viewers get a glimpse of the modern day fairy tale that Disney's Fairy Tale Weddings brand has been creating for 25 years.                    


Read More..."
Disney's Fairy Tale Weddings: Holiday Magic;2017;TV-PG;42 min;['Family', 'Lifestyle', 'Reality'];November 12, 2019;;"Holiday Disney weddings and proposals.                                        
                      This one hour holiday special puts a holiday sparkle on your favorite Disney weddings and proposals.                    


Read More..."
Disney's Hercules: The Animated Series;1998;TV-Y7;1 Season;;November 12, 2019;6.4/10;"Follow Herc's many labors during the years he spent training on how to be a hero.                                        
                      Follow Herc's many labors during the years he spent training on how to be a hero under the tutelage of satyr Phil. Many of the Olympian Gods and Goddesses pay visit to the young hero-to-be and help or hinder him in his new adventures.                    


Read More..."
Disney's Kim Possible;2001;TV-G;4 Seasons;;November 12, 2019;7.3/10;"Kim Possible is a high school girl who, in her spare time, saves the world from evil villains.                                        
                      Kim Possible is your typical high school girl who, in her spare time, saves the world from evil villains. Along with her best friend Ron Stoppable; his pet, a naked mole-rat named Rufus; and their webmaster buddy Wade, who feeds them vital information via a special Kimmunicator device, Kim foils archenemies around the globe. Then it's back to her family and homework.                    


Read More..."
Disney's Little Einsteins;2005;TV-Y;2 Seasons;;November 12, 2019;6.2/10;"This innovative new series provides preschoolers with new ways to hear and see music and art.                                        
                      This innovative new series provides preschoolers with new ways to hear and see music and art. In every episode, our four heroes meet at their backyard clubhouse and, before long, embark on a mission with a specific goal to reach. The heroes enlist their amazing friend, the dynamic ROCKET, and together they blast off on ""the mission of the day"" which can include Rocket taking them to the Great Wall of China, Big Ben, the Eiffel Tower or dipping through Van Gogh's Starry Night among other interesting new ""places."" When they encounter obstacles, the heroes enlist the viewer's help to help them on their quest.                    


Read More..."
Disney's Mighty Ducks;1996;TV-Y7;1 Season;;November 12, 2019;6.2/10;"Hockey-loving alien ducks are stranded on Earth and must protect it from the evil Dragaunus.                                        
                      Puckworld is home to a race of hockey-loving humanoid ducks. When the sinister Dragaunus takes over the planet, a band of determined rebels, The Mighty Ducks, manage to chase him from the planet. During the fight, they are caught in a dimensional portal and end up stranded in Anaheim, CA. The Ducks form a hockey team and build a secret base under the Anaheim Pond so they can continue to fight Dragaunus and hopefully find a way home.                    


Read More..."
Disney's Recess;1997;TV-Y7;3 Seasons;;November 12, 2019;8.0/10;"A portrayal of life at Third Street Elementary School.                                        
                      Recess portrays the lives of six fourth graders at Third Street Elementary School, where students have set up a microcosm of traditional human society complete with its own government, class system and set of unwritten laws. They are ruled by a monarch, a sixth grader named King Bob, who has various enforcers to make sure his decrees are carried out. The society has a long list of rigid values and social norms that imposes a high expectation of conformity upon all the students.                    


Read More..."
Disney's The Emperor's New School;2005;TV-G;2 Seasons;;November 12, 2019;6.4/10;"Disney's The Emperor's New School is a unique comedy about Kuzco, a self-centered and spoiled teen.                                        
                      Disney's The Emperor's New School is a unique comedy about Kuzco, a self-centered and spoiled teen who must survive the trials of Incan public school and pass all of his classes so that he can officially become Emperor. His friend Malina keeps his attitude in check, while the evil Yzma (cleverly disguised as Principal Amzy) and her dim-witted sidekick Kronk are out to make sure Kuzco fails.                    


Read More..."
Disney's The Kid;2000;PG;105 min;['Comedy', 'Drama', 'Family'];November 12, 2019;6.3/10;"A man's life is upended when he meets an 8-year-old version of himself.                                        
                      Bruce Willis, Lily Tomlin, Emily Mortimer and Spencer Breslin star in this hilarious and heartwarming comedy. Successful, high-powered Russ Duritz (Willis) has spent all of his incredibly empty life forgetting the child he used to be-until the day he meets him face-to-face. Thinking this kid is a hallucination, Russ does everything he can to make him go away. But 8-year-old Rusty (Breslin), who's anything but happy that he grows up to be a loser without real meaning in his life, can't leave – at least not yet. At once funny and charming, this a magical comedy that's filled with adult-sized laughs.                    


Read More..."
Disney's The Little Mermaid (Series);1992;TV-Y7;3 Seasons;;November 12, 2019;6.5/10;"Follow Ariel's adventures as a mermaid living under the sea with her father, King Triton.                                        
                      Following in the wake of its phenomenal success as one of Disney's best-loved feature films ever, ""The Little Mermaid"" comes to television with the same sophisticated animation and colorful, comical characters that made it a hit with moviegoers worldwide. Reprising their roles from the film are JODI BENSON as the voice of Ariel and SAMUEL E. WRIGHT as that crustacean sensation, Sebastian, who'll find himself up to his crab legs in trouble as Ariel dives into a whole season's worth of new adventures and new characters in the undersea world of Atlantica.                    


Read More..."
Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69);1966;TV-PG;51 min;['Documentary', 'Family', 'Variety'];November 12, 2019;7.6/10;"Walt Disney talks about Disneyland in 1966. See details for advisory.                                        
                      The openings of it’s a small world and New Orleans Square are shown, with Walt providing information on the planning of Great Moments with Mr. Lincoln, Pirates of the Caribbean, and the Primeval World diorama, followed by a performance of Christmas Fantasy on Parade. The show served as a tribute to Walt Disney, airing three days after his death. Contains tobacco depictions. This program is presented as originally created. It may contain outdated cultural depictions.                    


Read More..."
Disneynature African Cats;2011;G;90 min;['Animals & Nature', 'Documentary', 'Family'];November 12, 2019;7.4/10;"Come face-to-face with the wildly majestic African lions of the savanna.                                        
                      An epic true story set against the backdrop of one of the wildest places on Earth, African Cats captures the real-life love, humor, and determination of the majestic kings of the savanna. Narrated by Samuel L. Jackson, the story features Mara, an endearing lion cub who strives to grow up with her mother's strength, spirit, and wisdom; Sita, a fearless cheetah and single mother of five mischievous newborns; and Fang, a proud leader of the pride who must defend his family from a rival lion and his sons.                    


Read More..."
Disneynature Bears;2014;G;78 min;['Animals & Nature', 'Documentary', 'Family'];November 12, 2019;7.2/10;"A mother bear teaches her two impressionable cubs important life lessons.                                        
                      From Disneynature comes Bears, an epic story of breathtaking scale. Showcasing a year in the life of a real bear family, mother Sky teaches her two impressionable cubs, Amber and Scout, about life’s most important lessons. Set against a majestic Alaskan backdrop, their journey begins as winter ends. Emerging from hibernation, the three face the bitter cold and an exciting – but very risky – outside world. Astonishing footage captures the fast-moving action and suspense of an endearing family learning to live life to its fullest in one of the planet’s last great wildernesses.                    


Read More..."
Disneynature Born in China;2017;G;81 min;['Animals & Nature', 'Documentary', 'Family'];November 12, 2019;7.0/10;"Embrace the beauty of China's vast terrain – and the life that inhabits it.                                        
                      Disneynature takes you on an epic journey into the wilds of China. Follow the stories of three animal families: a doting panda bear mother guiding her growing baby; a young golden monkey who feels displaced by his infant sister; and a mother snow leopard raising two cubs in one of the harshest environments on earth. Featuring stunning, never-before-seen imagery, the film navigates China’s terrain – from the frigid mountains to the heart of the bamboo forest – on the wings of red-crowned cranes, tying these extraordinary tales together.                    


Read More..."
Disneynature Chimpanzee;2012;G;79 min;['Animals & Nature', 'Documentary', 'Family'];November 12, 2019;7.0/10;"Meet a remarkable young chimpanzee who sees his world as his playground.                                        
                      Disneynature presents a remarkable story of individual triumph and family bonds. Journey deep into the African rainforest and meet Oscar, an adorable young chimp with an entertaining approach to life. The world is a playground for Oscar and his fellow young chimps, who love creating mayhem. Full of curiosity, a zest for discovery, joy and a love for mimicking others, these are some of the most extraordinary personalities in the animal kingdom.                    


Read More..."
Disneynature Crimson Wing;2008;G;78 min;['Animals & Nature', 'Documentary', 'Family'];November 12, 2019;7.2/10;"A million flamingos struggle to survive in the remote Tanzanian wilderness.                                        
                      In a remote and forgotten wilderness of Tanzania, one of nature's last great mysteries unfolds: the birth, life and death of a million crimson-winged flamingos. Against a dramatic backdrop of never-before filmed landscapes, these secretive birds struggle to survive and prevail over danger and fate. This inspiring story, set in the extraordinary ""otherworld"" of Lake Natron in northern Tanzania, the cradle of humankind, reminds us: here on Earth is a universe waiting to be discovered.                    


Read More..."
Disneynature Monkey Kingdom;2015;G;82 min;['Animals & Nature', 'Documentary', 'Family'];November 12, 2019;7.3/10;"Forced from their home among ancient ruins, a mother monkey must lead her son to safety.                                        
                      Life is an adventure for Maya, the clever and resourceful blonde-bobbed monkey in Disneynature’s Monkey Kingdom, set among ancient ruins in the storied jungles of South Asia. Maya’s world is forever changed when she welcomes her son, Kip, into her complicated extended family. Like all families, Maya’s has its share of colorful personalities, and she’s determined to give her son a leg up on the social ladder. When their longtime home at Castle Rock is taken over by powerful neighboring monkeys, Maya's whole family is forced to relocate, where she uses her street smarts and ingenuity to lead them to untapped resources amidst strange new creatures and unsettling surroundings. Ultimately, they will all have to work together to reclaim Castle Rock, where Maya can realize her dreams for her son’s future.                    


Read More..."
Disneynature Wings of Life;2011;G;81 min;['Animals & Nature', 'Documentary', 'Family'];November 12, 2019;7.5/10;"An intimate look at butterflies, hummingbirds, bees, bats and flowers.                                        
                      Narrated by Meryl Streep, this intimate and unprecedented look at butterflies, hummingbirds, bees, bats and flowers is a celebration of life, as a third of the world's food supply depends on these incredible – and increasingly threatened – creatures. Directed by acclaimed filmmaker Louie Schwartzberg, Wings of Life utilizes riveting high-speed, closer-than-close filmmaking techniques to showcase in spectacular detail these unsung heroes of our planet.                    


Read More..."
Dog Whisperer with Cesar Millan;2004;TV-G;6 Seasons;;November 12, 2019;7.8/10;"World-renowned dog expert Cesar Millan helps dogs and their owners overcome behavior issues.                                        
                      World-renowned dog behavior expert Cesar Millan helps dogs overcome behavior issues and helps their owners build positive relationships with their pets. Whether resolving a dog's aggression, fear, anxiety, or many other issues, each episode documents remarkable transformations under Cesar's guidance, as he ""rehabilitates dogs and trains people"" to achieve happier lives together.                    


Read More..."
Don't Look Under the Bed;1999;TV-PG;93 min;['Coming of Age', 'Fantasy'];November 12, 2019;6.5/10;"Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.                                        
                      When strange things start to happen in the town of Middlesburg, 13-year-old Frances McCausland looks like the culprit. Desperate to solve the mystery and clear her name, Frances reluctantly enlists the help of Larry Houdini, her little brother’s imaginary friend. Larry must teach Frances to rely on her imagination to defeat the Boogeyman who framed her, and save the town.                    


Read More..."
Donald's Golf Game;1938;TV-G;8 min;['Animation', 'Comedy', 'Family'];November 12, 2019;6.9/10;"Donald tries to impress his nephews at golfing. See details for advisory.                                        
                      Donald Duck tries to exhibit his golfing ability to his nephews only to have them tease him with sneezes, noises and ""trick"" clubs. Finally, they put a grasshopper in a ball and it ""jumps"" all over. This program is presented as originally created. It may contain outdated cultural depictions.                    


Read More..."
Donald's Tire Trouble;1943;TV-G;8 min;['Animation', 'Comedy', 'Family'];November 12, 2019;6.8/10;"Donald is frustrated in his attempts to fix a flat tire. See details for advisory.                                        
                      Donald, driving in the country, is frustrated in his attempts to fix a flat tire. The jack breaks, the radiator explodes, then the remaining three tires go flat. Donald gives up in disgust and drives on with the flats. The film features references to the rubber shortage during World War II. This program is presented as originally created. It may contain outdated cultural depictions.                    


Read More..."
Double Teamed;2002;TV-G;93 min;['Biographical', 'Drama', 'Sports'];November 12, 2019;6.0/10;"The WNBA's Burge twins inspire this film about sisterhood and teamwork.                                        
                      Inspired by their true story, WNBA players Heidi and Heather Burge are also known as the world's ""tallest twins."" But in the mid-1980s, high school freshmen Heather and Heidi could not be more different from each other. When their father sees an opportunity for college scholarships in their future, sports-centered Heather and fashion-conscious Heidi are transferred to a posh L.A. high school known for its athletic programs. There, Heather and Heidi land on Palos Verdes High's basketball team. They'll have to contend with teammates who consider them outsiders and also with an intense, budding rivalry with each other if they expect to fulfill their dad's dreams... which have increasingly become their own.                    


Read More..."
Doug's 1st Movie;1999;G;80 min;['Animation', 'Comedy', 'Family'];November 12, 2019;4.7/10;"Doug and his friends discover the ""monster"" of Lucky Duck Lake.                                        
                      When Doug Funnie and his friends find a ""monster"" living in the woods outside their town, they quickly learn that it's actually friendly. Soon after, they find themselves hunted by bad guys, who want to capture the monster for their own evil purposes. In the midst of it all, the school dance is coming up and Doug has to compete with snobby eighth-grader Guy Graham for the attentions of Patti Mayonnaise. Will Doug save the monster from the bad guys and still get to take Patti to the Valentine's Day dance?                    


Read More..."
Dr. T, Lone Star Vet;2019;TV-PG;1 Season;;November 12, 2019;8.2/10;"Dr. T, Lone Star Vet follows Dr. T as she faces the most compelling cases of her career.                                        
                      Dr. Lauren Thielen (Dr. T) is back home in Texas to open her very own exotic animal practice, located alongside one of the state’s largest and busiest animal hospitals. With the support of the ER staff and more than a dozen specialists, she treats everything from emus to hedgehogs and everything in between!                    


Read More..."
DuckTales;1987;TV-G;3 Seasons;;November 12, 2019;8.1/10;"When Donald Duck joins the Navy, Huey, Dewey and Louie are left in the care of Scrooge McDuck.                                        
                      When Donald Duck leaves town to join the Navy, nephews Huey, Dewey and Louie are left in the care of Donald's uncle, Scrooge McDuck. However, Scrooge has little time for family as he is kept busy protecting his vast fortune from the notorious Beagle Boys.                    


Read More..."
DuckTales The Movie: Treasure of the Lost Lamp;1990;G;75 min;['Action-Adventure', 'Animation', 'Comedy'];November 12, 2019;6.9/10;"Scrooge and his nephews search for the long-lost loot of Collie Baba.                                        
                      Join Uncle Scrooge and the colorful cast of characters from the popular DuckTales series in this action-packed, wing-slapping, feather-raising treasure hunt. With his nephews Huey, Dewey, and Louie, and his niece Webbigail Vanderquack at his side, everyone's favorite rich uncle, Scrooge McDuck, treks from his mansion home in Duckburg in search of the long-lost loot of the legendary thief Collie Baba. But finding the goods isn't quite what it's ""quacked"" up to be. Their thrilling adventure leads to comical chaos, magical mayhem, and a lesson about what is far more valuable than money, gold and jewels.                    


Read More..."
Dug's Special Mission;2009;TV-PG;6 min;['Animation', 'Comedy', 'Family'];November 12, 2019;6.9/10;"Dug finds where he belongs is not where he's been looking.                                        
                      How far would you go to make yourself belong? It is something we all need, but what if no one seems to want you? Dug is sent on foolish missions by Alpha, Beta and Gamma so they can hunt for the Bird of Paradise Falls by themselves. Dug may find where he belongs is not where he's been looking.                    


Read More..."
Dumbo;2019;PG;117 min;['Action-Adventure', 'Family', 'Fantasy'];November 12, 2019;6.5/10;"A flying elephant helps show that differences and family can be cherished.                                        
                      From Disney and visionary director Tim Burton, the grand live-action adventure Dumbo expands on the beloved classic story where differences are celebrated, family is cherished and dreams take flight. Circus owner Max Medici (Danny DeVito) enlists former star Holt Farrier (Colin Farrell) and his children to care for a newborn elephant whose oversized ears make him a laughingstock in an already struggling circus. But when they discover that Dumbo can fly, the circus makes an incredible comeback, attracting persuasive entrepreneur V. A. Vandevere (Michael Keaton), who recruits the peculiar pachyderm for his newest, larger-than-life entertainment venture, Dreamland. Dumbo soars to new heights alongside the charming and spectacular aerial artist Colette Marchant (Eva Green) – until Holt learns that beneath its shiny veneer, Dreamland is full of dark secrets. Some flashing lights sequences or patterns may affect photosensitive viewers.                    


Read More..."
Dumbo;1941;G;64 min;['Animation', 'Family'];November 12, 2019;7.3/10;"The tale of Dumbo, the baby elephant who uses his ears to soar to fame. See details for advisory.                                        
                      Experience the daring adventures of the world’s only flying elephant. The inspirational tale of Dumbo, the courageous baby elephant who uses his sensational ears to soar to fame with the help of his clever best friend Timothy Q. Mouse, will thrill and delight audiences of all ages. And now, the award-winning music and empowering messages about friendship and belief in yourself reach new heights in this must-have presentation of Walt Disney’s animated classic Dumbo! Contains tobacco depictions. This program is presented as originally created. It may contain outdated cultural depictions.                    


Read More..."
Early to Bed;1941;TV-G;9 min;['Animation', 'Comedy', 'Family'];November 12, 2019;7.0/10;"A ticking alarm clock keeps Donald awake. See details for advisory.                                        
                      A sleepy Donald prepares himself for bed, but faces several challenges along the way. Once he is finally ready to sleep, he is kept awake by an annoyingly loud ticking alarm clock. Will Donald finally get the sleep he dreams of? This program is presented as originally created. It may contain outdated cultural depictions.                    


Read More..."
Earth Live;2017;TV-PG;94 min;['Animals & Nature', 'Documentary', 'Family'];November 12, 2019;5.0/10;"Earth Live gives viewers a unique, live view of wildlife around the world.                                        
                      Jane Lynch, Phil Keoghan and wildlife expert Chris Packham host Earth Live and take viewers on a live journey around the world, focusing on some of the most spectacular wildlife on the planet. In the darkness, state-of-the-art cameras capture wildlife live and in full color, offering us never-before-seen images usually hidden by the night.                    


Read More..."
Eddie's Million Dollar Cook-off;2003;TV-G;86 min;['Comedy', 'Coming of Age', 'Sports'];November 12, 2019;6.2/10;"A baseball prodigy swings for the culinary fences in a cooking competition.                                        
                      Eddie Ogden, a baseball prodigy with a knack for the culinary arts, surprises everyone when he enters a major cooking competition on the same day as his team's playoff game. With Eddie spending more time in the kitchen than on the field, he starts striking out with his friends – and even with his own father. Will he be able to fulfill his obligation to the team and still be true to himself?                    


Read More..."
Eight Below;2006;PG;122 min;['Action-Adventure', 'Animals & Nature', 'Drama'];November 12, 2019;7.2/10;"An Antarctic storm threatens eight sled dogs alone in the wilderness.                                        
                      Suspense abounds in this thrilling tale of incredible friendship between eight amazing sled dogs and their guide, Jerry (Paul Walker). Stranded in Antarctica during the most unforgiving winter on the planet, Jerry's beloved sled dogs must learn to survive together until Jerry – who will stop at nothing – rescues them. Driven by unwavering bonds of friendship, enormous belief in one another and tremendous courage, Jerry and the dogs make an incredible journey to reunite.                    


Read More..."
Elena of Avalor (Shorts);2017;TV-Y;2 Seasons;;November 12, 2019;;"Elena travels to Vallestrella and trains with Zuzo!                                        
                      Whether she's traveling to Vallestrella to learn about the creatures of the realm or training to use her scepter with Zuzo, Elena knows she can face anything with her family and friends by her side!                    


Read More..."
Emil and the Detectives;1964;TV-PG;98 min;['Action-Adventure', 'Crime', 'Family'];November 12, 2019;6.3/10;"When a young boy's money is stolen, the search is on for the thief.                                        
                      When Emil travels to Berlin to visit his grandmother and his cousin, he finds his money has been stolen along the way. Because his grandmother needs the funds, Emil sets off in pursuit of the thief. That's when he runs into Gustav, an enterprising young boy who rounds up his friends to help. When Emil's cousin gets involved, they get into more trouble than they bargained for – it turns out that Emil's pickpocket is mixed up with a couple of notorious bank robbers. Contains tobacco depictions.                    


Read More..."
Empire of Dreams: The Story of the Star Wars Trilogy;2004;TV-14;151 min;['Documentary'];November 12, 2019;8.1/10;"Explore the creation of Star Wars, a saga few thought could ever be made.                                        
                      The story of the making of the Star Wars Trilogy is as epic and dramatic as the films themselves. Go behind the scenes and experience the journey from the earliest versions of the script to the blockbuster debuts of the films that forever changed the face of cinema. In the most comprehensive documentary ever created on the making of the movies, explore the creation of Star Wars, including the trials George Lucas and his team underwent to create a saga few thought could ever be made.                    


Read More..."
Encore!;2019;TV-14;1 Season;;November 12, 2019;7.5/10;"Kristen Bell reunites former high school classmates to re-stage musicals they performed in the past.                                        
                      Executive producer Kristen Bell reunites former high school classmates from around the U.S. to re-stage the musicals of their youth, years after they originally performed them. Watch alumni of schools from California to Kentucky to New Jersey, share old memories, reflect on life and attempt to get back into their old stage roles. Through it all, these unlikely groups of friends – with the help of Broadway’s best – just might pull off standing-ovation performances of beloved musicals like ""The Sound of Music,"" ""Beauty and the Beast,"" ""Annie,"" ""Grease"" and more. Some flashing lights sequences or patterns may affect photosensitive viewers.                    


Read More..."
Escape to Witch Mountain;1975;G;98 min;['Action-Adventure', 'Family', 'Fantasy'];November 12, 2019;6.1/10;"Two orphans with supernatural powers discover their mysterious past.                                        
                      A vehicle floats in midair ... a coat rack comes to life and attacks a sheriff ... and wild animals are putty in the hands of Tony and Tia Malone in Disney's thrilling fantasy adventure about the psychic powers of two young orphans. Their clairvoyance prompts evil millionaire Aristotle Bolt (Ray Milland) to lure them to his mansion to exploit their powers. While escaping, they meet a friendly camper (Eddie Albert) and begin to unravel the mystery of their origin. Soon, all three are fleeing townspeople who have branded the children as witches ... but then IT happens! Someone with even greater powers takes over and leads the children – and the audience – into a dazzling and unexpected experience ... one that is truly out of this world! Contains tobacco depictions.                    


Read More..."
Even Stevens;2000;TV-PG;3 Seasons;;November 12, 2019;7.7/10;"Louis, a seventh-grade misfit, struggles to fit in at school and in his seemingly perfect family.                                        
                      Louis, a seventh-grade misfit, struggles to fit in at school and in his seemingly perfect family. He infuriates his overachieving older sister, Ren, and is frequently involved in disastrous escapades, from which his best pal Alan usually rescues him.                    


Read More..."
Expedition Mars: Spirit & Opportunity;2019;TV-PG;88 min;['Documentary'];November 12, 2019;7.4/10;"Expedition Mars explores the epic adventures of the Mars rovers, Spirit and Opportunity.                                        
                      Expedition Mars brings to life one of the greatest sagas of the space age – the epic adventures of the Mars rovers Spirit and Opportunity. Expected to last only a few months, the mighty rovers lasted for years, climbing crater walls and surviving dust storms, frigid nights, and broken wheels. Intrepid explorers, they reinvigorated NASA’s Mars program and opened the Martian frontier.                    


Read More..."
Fantasia;1940;G;126 min;['Animation', 'Family', 'Fantasy'];November 12, 2019;7.8/10;"Walt Disney's timeless masterpiece is an extravaganza of sight and sound. See details for advisory.                                        
                      Walt Disney's timeless masterpiece is a celebration of sight and sound, featuring eight sequences marrying classical music with the most innovative animation of its day. See dancing fairies, fish, flowers, mushrooms and leaves in the ""Nutcracker Suite""; follow Mickey Mouse in his iconic role as ""The Socerer's Apprentice""; laugh along with a comic ballet starring hippos, elephants, alligators and ostriches in ""Dance of the Hours""; and hold on to your seat when the evil Chernabog summons restless souls in ""Night on Bald Mountain."" Watch the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia. This program is presented as originally created. It may contain outdated cultural depictions.                    


Read More..."
Fantasia 2000;2000;G;76 min;['Animation', 'Family', 'Fantasy'];November 12, 2019;7.2/10;"A modern update of the Disney classic with new music and animation.                                        
                      Inspired by Walt Disney's vision of the original Fantasia as a work-in-progress, Fantasia 2000 continues that vision in a creative blend of classical music and the latest animated imagery, featuring ""The Sorcerer's Apprentice"" and seven new sequences. See whales soar through the clouds and into space in ""Pines of Rome""; laugh with a flock of flamingos as they try to persuade one of their own to behave in ""The Carnival of the Animals""; urge on Donald Duck, as Noah's assistant, trying to get animals into the ark in ""Pomp and Circumstance""; and root for four 1930s New Yorkers wishing for a better life in ""Rhapsody in Blue.""  With technological tools and innovations that blend traditional animation with modern flair, this is a feast for your eyes, ears and heart.                    


Read More..."
Fantastic Four (Series);1994;TV-Y7;1 Season;;November 12, 2019;6.6/10;"Reed Richards, Sue and Johnny Storm and pilot Ben Grimm are transformed into the Fantastic Four.                                        
                      When Reed Richards, Sue and Johnny Storm and pilot Ben Grimm take a premature space flight on a new shuttle, they find themselves massively bombarded with cosmic radiation. Barely managing to re-enter and land safely, the quartet find themselves forever transformed with superpowers. Deciding to use these new powers to help people, they form the Fantastic Four, a superhero team dedicated to the protection of Earth from menaces like the Latverian King Dr. Doom and Galactus, the planet consumer.                    


Read More..."
Fantastic Four: World's Greatest Heroes;2007;TV-Y7;1 Season;;November 12, 2019;6.8/10;"Watch Mr. Fantastic, Invisible Woman, Human Torch, and Thing as they battle their greatest foes.                                        
                      Watch Mister Fantastic, the Invisible Woman, the Human Torch, and Thing as they battle some of their greatest foes, including Doctor Doom, Ronan the Accuser, the Multiple Man, and Mole Man in Fantastic Four: The World's Greatest Heroes!                    


Read More..."
Ferdinand the Bull;1938;TV-G;8 min;['Animation', 'Comedy', 'Family'];November 12, 2019;7.2/10;"Ferdinand only wants to stop and smell the flowers. See details for advisory.                                        
                      In this Academy Award winning short, Ferdinand is a quiet, gentle bull who only wants to stop and smell the flowers. But, when he is stung by a bee, the townspeople believe he is ferocious and take him to the bullfight ring! Once in the ring, all Ferdinand cares about is the bouquet of tossed to the matador. Contains tobacco depictions. This program is presented as originally created. It may contain outdated cultural depictions.                    


Read More..."
